pub_date	title	venue	excerpt	citation	url_slug	paper_url
2023-02-10	Proposal: Performance Management of Large-Scale Microservices Applications  	Stony Brook University	Ph.D thesis proposal	Gagan Somashekar (2023). Performance Management of Large-Scale Microservices Applications[Ph.D. Proposal].	Proposal	http://gaganso.github.io/files/prelim_report.pdf
